date,text,retweets,replies,favorites,permalink,to,hashtags,mentions
2019-04-24,"As mentioned before, Tesla full self-driving option price will increase after May 1. You can order online at http://Tesla.com.",1047,1973,17761,https://twitter.com/elonmusk/status/1121113876488081408,,,
2019-04-24,Can order online in 2 mins for home delivery & return in 7 days for full refund http://Tesla.com,606,473,11896,https://twitter.com/elonmusk/status/1120855602882695168,,,
2019-04-24,Tesla blows haha,18694,1979,190543,https://twitter.com/elonmusk/status/1120842338836725760,,,
2019-04-23,"Tesla is going to develop a quiet, electric leafblower",24939,10392,314387,https://twitter.com/elonmusk/status/1120831425169674240,,,
2019-04-23,"Also, how did you manage to get shamed into being de facto anti-Tesla by social media trolls. Jeez …",43,81,922,https://twitter.com/elonmusk/status/1120820597347377152,FredericLambert,,
2019-04-23,"Fred, every fire *is* investigated. Problem is those who only write about 0 injury Tesla fires while ignoring fatal combustion car fires or fail to mention any contextual statistics in their article, misleading readers into thinking EV’s have high fire risk when opposite is true.",160,113,2911,https://twitter.com/elonmusk/status/1120820168723066881,FredericLambert,,
2019-04-23,"When you read double standard articles about Tesla, please ask why. Maybe there’s a good reason that isn’t obvious.",1768,966,35279,https://twitter.com/elonmusk/status/1120803630595002368,,,
2019-04-23,"Reality is a Tesla, like most electric cars, is over 500% *less* likely to catch fire than combustion engine cars, which carry massive amounts of highly flammable fuel. Why is this never mentioned?",3999,1246,49672,https://twitter.com/elonmusk/status/1120802953130995714,,,
2019-04-23,"Over a million combustion engine (it’s right there in the name!) car fires per year & thousands of deaths, but one Tesla car fire with no injuries gets biggest headlines. Why the double standard? This is a real question.",5905,1231,55216,https://twitter.com/elonmusk/status/1120801643115663360,,,
2019-04-23,"Those who predicted Tesla & EVs would be dead & autonomy would never happen are same people attacking Tesla today for 6-12 month delays, while ignoring major automakers 5+ years late. Why the double standard?",1459,619,17847,https://twitter.com/elonmusk/status/1120796915312947201,,,
2019-04-23,"Exactly. By end of this quarter, about half a million Teslas will have full self-driving hardware (pending computer swap) & we will make another half million FSD cars by mid next year.",48,96,746,https://twitter.com/elonmusk/status/1120765060048023552,msitver,,
2019-04-23,Anyone who did this analysis should interview at Tesla,62,56,1769,https://twitter.com/elonmusk/status/1120576384642899968,elonmusk,,
2019-04-23,Tesla Full Self-Driving,3300,870,37257,https://twitter.com/elonmusk/status/1120479950828703745,,,
2019-04-22,Actual Tesla range is about 5 miles / 8 km past zero,289,169,12035,https://twitter.com/elonmusk/status/1120227783735566336,Sofiaan,,
2019-04-21,"Never seen anything like it. Tesla is just trying to make electric cars & solar power for a better future for all. True, we might not succeed, but why do they want us to fail?",317,570,3458,https://twitter.com/elonmusk/status/1119761927440220160,flcnhvy,,
2019-04-19,"Put water repellant coating on radar, dark rectangle just below nose. Anything hydrophobic from hardware store or Tesla service can do it.",74,65,2052,https://twitter.com/elonmusk/status/1119385585242628097,Model3Owners,,
2019-04-16,"Yeah, gave everything I had to Tesla in Dec 2008",283,224,4377,https://twitter.com/elonmusk/status/1118292557895618560,shraddha_261291,,
2019-04-14,"That tweet did take immense effort Fair point tho. Powerwall production is now ramping fast. Tesla was cell-starved last year, so we had to switch all lines to make packs for cars, which meant Powerwall production was living off scraps.",121,107,5004,https://twitter.com/elonmusk/status/1117561885040283648,EforElectric,,
2019-04-14,I’ve always thought that the fundamental good of Tesla should be measured by the number of years by which it accelerates the transition to sustainable transport & energy,194,126,1914,https://twitter.com/elonmusk/status/1117519699930013696,MemesOfMars,,
2019-04-14,"I’m sorry, Fred, but WSJ has relentlessly attacked Tesla with bogus articles for over a decade. They can’t *all* be chalked up to poor reporting. Where are the WSJ exposé pieces on oil, coal & gas? That industry is 1000 times bigger than Tesla. Perhaps they’re all angels …",252,159,2249,https://twitter.com/elonmusk/status/1117518012926402560,FredericLambert,,
2019-04-14,"Very much so. There are 2.5B cars & trucks on Earth. Even replacing 1% of that fleet would require making 25M vehicles per year. Tesla will make over 500k cars in next 12 months, but that’s a mere 2% of 25M or 0.02% of global vehicle fleet. Car industry slow -> demand >> supply.",115,97,930,https://twitter.com/elonmusk/status/1117509874831609856,KnightmarArchon,,
2019-04-14,"Sentry Mode fundamentally empowers the individual car owner over entrenched interests, in this case a corrupt traffic judge. Even Tesla doesn’t have access to the video unless sent to us by owner.",156,87,2386,https://twitter.com/elonmusk/status/1117507646804807681,elonmusk,,
2019-04-13,"Yes, all cars with Autopilot 2.0 or higher, so ~400,000 of Tesla cars built to date",15,22,373,https://twitter.com/elonmusk/status/1117155252795346944,GregMatson,,
2019-04-13,Incorrect. Pana cell lines at Giga are only at ~24GWh/yr & have been a constraint on Model 3 output since July. No choice but to use other suppliers for Powerwall/Powerpack cells. Tesla won’t spend money on more capacity until existing lines get closer to 35GWh theoretical.,400,198,5920,https://twitter.com/elonmusk/status/1117144865299501056,tsrandall,,
2019-04-13,Tesla will start FSD computer upgrade in a few months,58,64,892,https://twitter.com/elonmusk/status/1117118581865476096,kneibert,,
2019-04-13,Please note that the price of the Tesla Full Self-Driving option will increase substantially over time,1967,2355,40802,https://twitter.com/elonmusk/status/1117116982778679297,,,
2019-04-13,Lease a Tesla online in a few mins & have it delivered to your house (return within 7 days for full refund),1436,1191,15997,https://twitter.com/elonmusk/status/1117110717268627456,,,
2019-04-13,"On April 22, Investor Autonomy Day, Tesla will free investors from the tyranny of having to drive their own car",240,198,1927,https://twitter.com/elonmusk/status/1117096350301085697,Gfilche,,
2019-04-12,Other automakers change prices constantly & substantially by varying rebates & discounts according to negotiating strength of buyer. Tesla is transparent & consistent.,108,117,1536,https://twitter.com/elonmusk/status/1116769167774863360,dennishegstad,,
2019-04-12,"So if we raise prices in the future, will you cut Tesla a check? Can’t have it both ways.",145,183,2179,https://twitter.com/elonmusk/status/1116766103177285633,dirtnapdragon,,
2019-04-08,"Doesn’t matter yet whether you have Tesla FSD computer or Tesla Nvidia-based computer. When it does matter later this year, Tesla will switch the computers for you.",91,63,1847,https://twitter.com/elonmusk/status/1115340011497447424,PeteSauerbier,,
2019-04-08,The Tesla Full Self-Driving Computer now in production is at about 5% compute load for these tasks or 10% with full fail-over redundancy,5690,1090,48022,https://twitter.com/elonmusk/status/1115337505824432128,DrCamiloOrtiz,,
2019-04-07,It will enable video when parked & connected to WiFi. All Tesla Superchargers will have free WiFi over time.,72,99,1205,https://twitter.com/elonmusk/status/1115001019652378624,jfinkelstein,,
2019-04-06,Tesla Enhanced Summon coming out in US next week for anyone with Enhanced Autopilot or Full Self-Driving option,1347,710,24559,https://twitter.com/elonmusk/status/1114597013176246273,,,
2019-04-05,That’s exactly the idea. What’s not well understood is that Tesla cars being made *today* will be able to do that for you. Just a matter of finishing the software & going through regulatory approval. Will be explained in depth via live webcast on April 22.,518,265,5871,https://twitter.com/elonmusk/status/1113990464984813568,MarcelFeldkamp,,
2019-04-05,"It’s there for when we start competing with Uber/Lyft & people allow their car to earn money for them as part of the Tesla shared autonomy fleet. In case someone messes up your car, you can check the video.",1793,565,27543,https://twitter.com/elonmusk/status/1113977924947009536,LivingTesla,,
2019-04-04,"Totally agree. Tesla phone app should have all controls that car center screen has, so your phone can serve as a complete backup.",251,195,7406,https://twitter.com/elonmusk/status/1113633439356522498,SherylCrow,,
2019-04-01,"Going forward, all Tesla stores will be tiny & have tiny cars",388,258,8666,https://twitter.com/elonmusk/status/1112839897218310144,Teslarati,,
2019-03-30,We’ve been so mired in production & logistics for past 18 months. Really looking fwd to getting Semi into production.,1215,928,45138,https://twitter.com/elonmusk/status/1112123741574586368,,,
2019-03-30,Tesla Semi delivering Tesla cars,16803,3115,203911,https://twitter.com/elonmusk/status/1112106548363292672,,,
2019-03-30,"Amazing work by Tesla Delivery teams, especially in Europe & China! Most insane logistics challenge I’ve ever seen. Thanks also to many country & city officials for your help this weekend! Super appreciated.",1153,650,24919,https://twitter.com/elonmusk/status/1112036985504317442,,,
2019-03-30,"Retrofits will start when our software is able to take meaningful advantage of the Tesla FSD computer, which is an order of magnitude more capable. For now, it’s slightly disadvantageous to have Tesla FSD computer, as our software is more refined for HW2.",68,82,1043,https://twitter.com/elonmusk/status/1111788218142216192,emilmelar,,
2019-03-29,"We should send probes to outer solar system & get high res, true color images of these strange things. Maybe there’s an alien artifact out there …",422,358,5814,https://twitter.com/elonmusk/status/1111750658959368192,DiscoverMag,,
2019-03-28,"Rare use case, but it is possible. There are complications with this. Eary prototype Roadsters had this ability.",172,245,7221,https://twitter.com/elonmusk/status/1111345544461344768,GerberKawasaki,,
2019-03-27,Super proud of Tesla Autopilot team!,324,248,13498,https://twitter.com/elonmusk/status/1111001632731389952,briantu,,
2019-03-26,Hard to appreciate how much Tesla Autopilot improves enjoyment of driving until you try it,707,575,13352,https://twitter.com/elonmusk/status/1110576683411628032,Erdayastronaut,,
2019-03-26,"Ford has 4 CEOs in 5 years & nobody blinks, but Tesla loses 1 intern & it’s front page news. I tell ya (shakes fist at sky) …",471,332,4778,https://twitter.com/elonmusk/status/1110368897151066114,ICannot_Enough,,
2019-03-24,"To be clear, this doesn’t affect Tesla website order prices. Existing inventory prices are currently slightly lower than on website. This will bring them in line.",383,374,13733,https://twitter.com/elonmusk/status/1109900063302508545,,,
2019-03-24,Please note prices on all Tesla inventory cars worldwide rise by ~3% on April 1,1339,1180,27588,https://twitter.com/elonmusk/status/1109895343452282880,,,
2019-03-22,"If someone has already won a Roadster from a prior program, they’re only eligible to win the signed Performance Y",43,43,1169,https://twitter.com/elonmusk/status/1108961873456578562,JDkndt,,
2019-03-22,New Tesla referral program just released,1625,1135,19395,https://twitter.com/elonmusk/status/1108890675922112512,,,
2019-03-21,"Best to get a Tesla Powerwall, so you can power your house & also drive",46,72,894,https://twitter.com/elonmusk/status/1108630032153341952,teslaownersSV,,
2019-03-16,"To be clear, orders are fully refundable, even after you’ve had your Tesla for a week",1066,916,31127,https://twitter.com/elonmusk/status/1107029046095810561,,,
2019-03-16,Reminder to buy our S3XY cars before midnight on Monday! Prices rise slightly worldwide on Tuesday. You can order online at http://Tesla.com.,3110,1729,41485,https://twitter.com/elonmusk/status/1107026609268113408,,,
2019-03-16,"Still get this question a lot, even though Norway has highest Tesla cars per person on (super appreciated!). Also, AWD is nice to have, but def not required for snow/ice.",356,272,7270,https://twitter.com/elonmusk/status/1107009951266824192,Tesla,,
2019-03-16,"About a minute in, we flashed a teaser pic of Tesla cyberpunk truck",2563,1290,36284,https://twitter.com/elonmusk/status/1106714774694297601,,,
2019-03-15,London to Beijing Supercharger route,1811,974,24921,https://twitter.com/elonmusk/status/1106424534528229376,technosucks,,
2019-03-12,"When prices go down, those who already bought want the lower price, but, if prices go up, those who already bought don’t want to write Tesla a check. So it goes.",113,93,1514,https://twitter.com/elonmusk/status/1105333522728775686,jeffborden_cga,,
2019-03-12,"Tesla car prices go up ~3% next week, except for $35k Model 3. Order online at http://Tesla.com before then for current prices.",1599,1351,25482,https://twitter.com/elonmusk/status/1105318154375376897,,,
2019-03-07,"Those improvements are independent of Supercharger V3 power increase from 135kW to 250+kW. All factors considered, charge time will drop by factor of 4 best case & more than 2 for whole Tesla fleet. Effectively, this more than doubles total WW Supercharger system throughput.",728,413,15334,https://twitter.com/elonmusk/status/1103783385959301120,,,
2019-03-07,"Latest software improves Tesla Supercharger times by up to 25% for all Tesla S/X/3 worldwide, incl original 2012 Model S. Not splitting power across 2 Supercharger stalls helps all cars up to 50%.",1565,612,24695,https://twitter.com/elonmusk/status/1103765550461681664,Alandbru,,
2019-03-07,Very little power & only right before you get to the Supercharger. You won’t notice it in range.,43,30,1591,https://twitter.com/elonmusk/status/1103731551219539969,Erdayastronaut,,
2019-03-07,"If you navigate to Supercharger, car will warm up battery en route, so you start immediately at max power",306,175,9477,https://twitter.com/elonmusk/status/1103730529319284736,privater,,
2019-03-07,You’re most welcome. Very proud of Tesla team. Super tough 15 years!,113,88,1995,https://twitter.com/elonmusk/status/1103574166354231297,cleantechnica,,
2019-03-05,Tesla comms is fixing. That was a mistake.,171,239,8922,https://twitter.com/elonmusk/status/1103017584188780544,Gfilche,,
2019-03-03,"Yes. Personally, I’m most excited by the Tesla Truck. Maybe it will be too futuristic for most people, but I love it.",158,183,2255,https://twitter.com/elonmusk/status/1102345986117033984,jovanik21,,
2019-03-03,First public Tesla V3.0 Supercharger Station goes live Wed 8pm,2319,767,34790,https://twitter.com/elonmusk/status/1102332191462195201,,,
2019-03-03,Proximity docking sequence underway. Dragon shadow visible on on @Space_Station solar arrays.,2629,504,28613,https://twitter.com/elonmusk/status/1102147486909526017,,,@Space_Station
2019-03-02,"If you bought a Tesla before yesterday’s price reduction, you can have Autopilot or full self-driving at half normal cost (up to $6k less)",1427,1152,23947,https://twitter.com/elonmusk/status/1101724210878128128,Tesla,,
2019-03-01,Explanation from Tesla later today,135,165,4514,https://twitter.com/elonmusk/status/1101547909160624130,Model3Owners,,
2019-03-01,Exact Tesla Model 3 in my profile pic costs $35k before incentives & takes 1 minute to buy online at,2910,1716,28220,https://twitter.com/elonmusk/status/1101289621537808384,,,
2019-02-27,Some Tesla news,2052,2154,70778,https://twitter.com/elonmusk/status/1100672354932256773,,,
2019-02-26,"SEC forgot to read Tesla earnings transcript, which clearly states 350k to 500k. How embarrassing … ",587,374,4476,https://twitter.com/elonmusk/status/1100215984713957376,JPUConn,,
2019-02-20,"Tesla made 0 cars in 2011, but will make around 500k in 2019",9573,2393,137915,https://twitter.com/elonmusk/status/1098013283372589056,,,
2019-02-20,4000 Tesla cars loading in SF for Europe,17929,5107,217917,https://twitter.com/elonmusk/status/1098009983931707393,,,
2019-02-17,"Also, Tesla was competing for some of same people as OpenAI & I didn’t agree with some of what OpenAI team wanted to do. Add that all up & it was just better to part ways on good terms.",86,92,1908,https://twitter.com/elonmusk/status/1096989482094518273,elonmusk,,
2019-02-17,I had to focus on solving a painfully large number of engineering & manufacturing problems at Tesla (especially) & SpaceX,74,53,1947,https://twitter.com/elonmusk/status/1096988782849486849,FredericLambert,,
2019-02-14,CNBC - “Tesla Model 3 ranked most satisfying car”,2087,1048,24861,https://twitter.com/elonmusk/status/1095942130177114113,,,
2019-02-14,"Some sites maintained an almost daily Tesla deathwatch 11 years ago, reporting with an awful delight. 4000 days later …",548,243,13073,https://twitter.com/elonmusk/status/1095928711331831808,InsideEVs,,
2019-02-13,Tesla Model X first SUV to receive a perfect crash test rating https://www.businessinsider.com/tesla-model-x-perfect-safety-crash-test-rating-2019-2?utm_source=twitter&amp;utm_medium=referral&amp;utm_content=topbar&amp;utm_term=mobile&amp;referrer=twitter via @businessinsider,4677,1054,42462,https://twitter.com/elonmusk/status/1095737018137534465,,,@businessinsider
2019-02-09,"Just left Zeebrugge, now Tilburg, then Tesla HQ in Amsterdam & Oslo tonight to review service in Norway. Exciting to see thousands of Model 3’s on their way to owners in Europe!",2655,2169,46254,https://twitter.com/elonmusk/status/1094232094912512000,,,
2019-02-08,Joe Rogan describes Tesla for 4 mins & 20 secs,2417,862,29636,https://twitter.com/elonmusk/status/1094004442708525056,,,
2019-01-31,And Tesla Gigafactory is steadily becoming self-powered by solar,52,49,1009,https://twitter.com/elonmusk/status/1091095843103432704,iamshack24,,
2019-01-31,All our patent are belong to you https://www.tesla.com/blog/all-our-patent-are-belong-you,2769,685,21117,https://twitter.com/elonmusk/status/1091080660100440065,,,
2019-01-31,"Our true competition is not the small trickle of non-Tesla electric cars being produced, but rather the enormous flood of gasoline cars pouring out of the world’s factories every day",2369,537,22363,https://twitter.com/elonmusk/status/1091079258607243264,,,
2019-01-31,Exciting to see all the new electric vehicles coming to market! We created Tesla to accelerate a sustainable future & it’s happening!,3659,1014,33933,https://twitter.com/elonmusk/status/1091077858947035136,,,
2019-01-31,Super appreciate Deepak’s 11 year history building Tesla & wish him greatest of happiness in retirement! Zach has been outstanding over his 9 year history with Tesla & will build upon Deepak’s legacy.,380,139,10619,https://twitter.com/elonmusk/status/1090846381323894784,business,,
2019-01-28,"Great electric car documentary about early days of Tesla, GM Volt, Nissan Leaf & Gadget. So much has happened since then … https://m.youtube.com/watch?v=ru89x1jmpq4",2201,651,20339,https://twitter.com/elonmusk/status/1089936209424465921,,,
2019-01-27,"It’s an honor, sir! Thanks for owning a Tesla.",282,110,14144,https://twitter.com/elonmusk/status/1089632508096856064,StephenKing,,
2019-01-27,Tap Tesla logo at top of your car’s touchscreen & wait 10 secs to open special features box,3066,1698,64195,https://twitter.com/elonmusk/status/1089621398409011200,,,
2019-01-27,Tesla Sentry Mode will play Bach’s Toccata and Fugue during a robbery (and keep Summer safe),3650,1211,31193,https://twitter.com/elonmusk/status/1089354757188120578,,,
2019-01-26,"All doors unlock automatically when the Tesla comes to a stop after an accident. There is both primary & backup power to doors, brakes, steering & airbags.",80,50,1077,https://twitter.com/elonmusk/status/1089274068430254081,petterware,,
2019-01-22,Tesla Sentry Mode coming soon for all cars with Enhanced Autopilot,3613,1377,50862,https://twitter.com/elonmusk/status/1087849475622588416,dmbfanmd,,
2019-01-19,Tesla is the safest car according to US govt testing,157,113,1718,https://twitter.com/elonmusk/status/1086520970599227392,RaptorJesuss,,
2019-01-19,"I wish them well. Track record in auto startups is tough. Thousands of US auto startups, but only Ford & Tesla have avoided bankruptcy. A similar scenario is likely in all countries.",49,43,886,https://twitter.com/elonmusk/status/1086520338341478401,SparklingDisse1,,
2019-01-17,"The Tesla customer referral program will end on Feb 1. If you want to refer a friend to buy a Tesla & give them 6 months of free Supercharging, please do so before then.",2121,1775,30812,https://twitter.com/elonmusk/status/1085771520058679297,,,
2019-01-16,"Teslarati is very thoughtful & well-written, but this stems from a miscommunication by SpaceX",42,46,1559,https://twitter.com/elonmusk/status/1085680908177264640,musicnick1985,,
2019-01-16,"The LA Times has a long track of unreasonable attacks on SpaceX & Tesla, but in this case it was our miscommunication",47,30,1277,https://twitter.com/elonmusk/status/1085680538587787264,nextspaceflight,,
2019-01-10,Tesla *with* Autopilot engaged is twice as safe & continues to make steady improvements,3290,961,36431,https://twitter.com/elonmusk/status/1083252225449840642,Teslarati,,
2019-01-09,"Starting on Monday, Tesla will no longer be taking orders for the 75 kWh version of the Model S & X. If you’d like that version, please order by Sunday night at",924,754,9139,https://twitter.com/elonmusk/status/1083141248872075265,,,
2019-01-09,"Btw, you can buy a Tesla online in less than 2 mins & give it back for a full refund for any reason http://Tesla.com",4224,2707,38324,https://twitter.com/elonmusk/status/1083121972857487360,,,
2019-01-09,The new Roadster will actually do something like this,22312,4039,155204,https://twitter.com/elonmusk/status/1083095876392964096,Richie_Hill_,,
2019-01-07,Looking forward to breaking ground on the @Tesla Shanghai Gigafactory today!,2151,1036,38874,https://twitter.com/elonmusk/status/1082103637990625281,,,@Tesla
2019-01-05,Matt DeBord reviews all Tesla models https://www.businessinsider.com/favorite-features-every-tesla-new-used-2019-1?utm_source=twitter&amp;utm_medium=referral&amp;utm_content=topbar&amp;utm_term=mobile&amp;referrer=twitter via @businessinsider,480,244,6883,https://twitter.com/elonmusk/status/1081580505412202498,,,@businessinsider
2019-01-03,"Sounds great, will connect you with Tesla Energy",64,23,2337,https://twitter.com/elonmusk/status/1080894111337439233,minliangtan,,
2019-01-03,Singapore has enough area to switch to solar/battery & be energy-independent,60,23,1126,https://twitter.com/elonmusk/status/1080888452256657408,c4mer0n,,
2019-01-03,Great work by Tesla Team!,2529,735,34586,https://twitter.com/elonmusk/status/1080636120159870976,InsideEVs,,
2019-01-01,Congratulations @Tesla team!!,3192,1088,78487,https://twitter.com/elonmusk/status/1080000130407776264,,,@Tesla
2018-12-31,"Good summary of Tesla progress in 2018 by @cleantechnica (due to Tesla team, not me though) https://cleantechnica.com/2018/12/30/2018-was-a-giant-awesome-year-for-tesla-because-elon-musk/ via @cleantechnica",986,323,9708,https://twitter.com/elonmusk/status/1079564797002182656,,,@cleantechnica @cleantechnica
2018-12-30,Thanks Tesla owners in China! Looking forward to visiting soon for the groundbreaking of Gigafactory Shanghai!,147,106,2989,https://twitter.com/elonmusk/status/1079469237230493696,Starman_Ben,,
2018-12-28,Excited to have Larry Ellison & Kathleen Wilson-Thompson join the Tesla board!,2336,1098,38616,https://twitter.com/elonmusk/status/1078716366591483904,,,
2018-12-27,Tesla team did a great job!,156,103,4012,https://twitter.com/elonmusk/status/1078395092090699776,westcoastbill,,
2018-12-26,"Definitely. All major highways in Texas will have Superchargers, all the way to Brownsville & across Mexico.",43,39,878,https://twitter.com/elonmusk/status/1078023397819305984,motorsep,,
2018-12-26,"Yes. Supercharger coverage will extend to 100% of Europe next year. From Ireland to Kiev, from Norway to Turkey.",2046,1606,18185,https://twitter.com/elonmusk/status/1078021840444903424,shortword,,
2018-12-26,"Most people don’t know that the Tesla Supercharger network allows easy long distance travel throughout USA, most of Europe, Canada and China",1421,1040,15950,https://twitter.com/elonmusk/status/1078014421446799360,,,
2018-12-26,We are dramatically increasing Tesla Superchargers within cities & working with landlords to add home charging to apartment buildings,57,47,855,https://twitter.com/elonmusk/status/1078012795847753728,martinmeany,,
2018-12-26,"This is incorrect. Vast majority of vehicle motion is returned to the battery, as the electric motors act like a generator in reverse. Brake pads on a Tesla literally never need to be replaced for lifetime of the car.",581,326,7140,https://twitter.com/elonmusk/status/1078010341651492865,JT_Richards,,
2018-12-26,"Most importantly, every electric car, Tesla or otherwise, matters to the environment we all share. Every time someone chooses electric, the future gets a little bit brighter! If not Tesla, please take a look at these other options: https://en.m.wikipedia.org/wiki/List_of_electric_cars_currently_available",2339,706,20395,https://twitter.com/elonmusk/status/1078008530253148160,,,
2018-12-26,Reminder to US buyers that the $7500 tax credit cuts in half in 5 days! Order online at http://Tesla.com to see if there is any inventory left in your region or visit Tesla stores.,1347,544,13629,https://twitter.com/elonmusk/status/1078000436697677824,,,
2018-12-22,"If Tesla committed delivery & customer made good faith efforts to receive before year end, Tesla will cover the tax credit difference",111,76,1385,https://twitter.com/elonmusk/status/1076554450720837632,wangmeister,,
2018-12-22,"It will be tight, but Tesla production should have all mid-range Model 3 orders delivered by year end",32,14,806,https://twitter.com/elonmusk/status/1076553242622849024,wangmeister,,
2018-12-22,"Tesla has released all cars for sale where original customer can’t take delivery before year end, as well as test drive / display cars, which cost less. Reminder to US buyers that $7500 tax credit drops in half in 8 days. Order online at http://Tesla.com or visit stores.",1535,854,15005,https://twitter.com/elonmusk/status/1076549215151566848,,,
2018-12-20,Tesla phone app release next week will enable service scheduling in 2 mins with a few taps. No more need to call!,1333,732,23799,https://twitter.com/elonmusk/status/1075584037115158530,,,
2018-12-20,"As a thank you to Tesla short sellers, we named a after them haha",1677,723,15818,https://twitter.com/elonmusk/status/1075561530081521664,,,
2018-12-19,"This can be applied to any autonomous, electric vehicle, not just Tesla",806,269,15195,https://twitter.com/elonmusk/status/1075227724430471168,,,
2018-12-19,Tesla in @boringcompany tunnel with retractable wheel gear that turns a car into a rail-guided train &amp; back again,8842,1580,59303,https://twitter.com/elonmusk/status/1075227467239940096,,,@boringcompany
2018-12-18,Honored to work with amazing teams at SpaceX & Tesla!,2175,689,35772,https://twitter.com/elonmusk/status/1075047498379653120,Teslarati,,
2018-12-16,Tesla app almost done. Important to get every note right!,1490,859,36173,https://twitter.com/elonmusk/status/1074175529413074944,,,
2018-12-15,"In other words, you may be able to get a Tesla before the $7500 US tax credit drops in 2 weeks, even if you haven’t placed an order yet",530,404,9535,https://twitter.com/elonmusk/status/1074027943150551040,,,
2018-12-11,"Incorrect. “Chairman” is an honorific, not executive role, which means it’s not needed to run Tesla. Will retire that title at Tesla in 3 years. 60 Mins edited out end of my sentence, where I said I could do whatever I want. They cut “provided I have the support of shareholders”.",2984,847,38400,https://twitter.com/elonmusk/status/1072528643488972802,business,,
2018-12-11,"Also, Tesla policy is that if you order a car without a test drive you get 3 days to return for full refund vs 1 day if you do get a test drive (resources are overbooked)",382,287,7717,https://twitter.com/elonmusk/status/1072494458376257537,,,
2018-12-11,"Important note for US Tesla buyers: Federal tax credit drops by $3750 in 3 weeks. To be on the cancellation waitlist for delivery this year or if you want a display car, order at http://Tesla.com or visit our stores. Full refund if Tesla can’t deliver your car this year.",1287,711,12132,https://twitter.com/elonmusk/status/1072493437264515073,,,
2018-12-11,I’m dying to make a pickup truck so bad … we might have a prototype to unveil next year,310,306,4154,https://twitter.com/elonmusk/status/1072488765753618437,lgebman,,
2018-12-11,"Love that people are buying a Tesla for the product itself, even if they don’t believe in climate change. Not everyone can be convinced about global warming, but if an electric car is simply the best product, they don’t need to be.",4955,1775,46049,https://twitter.com/elonmusk/status/1072488092089618432,InsideEVs,,
2018-12-11,You’re right. There was a ton of footage with many people at Tesla that would be great to share. Longer pieces like we did with @MKBHD tell a more interesting story.,136,89,4360,https://twitter.com/elonmusk/status/1072477936035512320,teslectrics,,@MKBHD
2018-12-11,"We’re opening a lot of Tesla service centers next year, including Knoxville. Tesla will post upcoming city opening map this week.",86,62,708,https://twitter.com/elonmusk/status/1072466999249420288,girip_1,,
2018-12-09,"Full self-driving option is required with the Tesla designed hardware 3 computer. This is a simple plug in replacement for the NVidia computer, but has over 10X the image processing ability.",97,83,1268,https://twitter.com/elonmusk/status/1071846591693090816,ghhaugen,,
2018-12-09,"Already testing traffic lights, stop signs & roundabouts in development software. Your Tesla will soon be able to go from your garage at home to parking at work with no driver input at all.",5317,1431,51591,https://twitter.com/elonmusk/status/1071845439140327424,,,
2018-12-09,"If you have a Tesla built in past 2 years, definitely try Navigate on Autopilot. It will blow your mind. Automatically passes slow cars & takes highway interchanges & off-ramps.",5318,1739,73970,https://twitter.com/elonmusk/status/1071844948553609216,,,
2018-12-09,"It was supposed to be, but that was a dumb decision. In the end, Roadster only had 7% of parts in common with the Lotus Elise or any other car.",32,11,743,https://twitter.com/elonmusk/status/1071842188630192129,danwat1234,,
2018-12-09,"Major credit to AC Propulsion for the tzero electric sports car 1997-2003 that inspired Tesla Roadster. Without that, Tesla wouldn’t exist or would have started much later.",744,251,11459,https://twitter.com/elonmusk/status/1071840664562786304,,,
2018-12-09,"Yeah, we wanted to name our company after Tesla, the great scientist/engineer, but use of the Tesla name in automotive was already trademarked in the US, Europe & later China.",96,80,2239,https://twitter.com/elonmusk/status/1071619073434238977,nichegamer,,
2018-12-09,"Buying http://Tesla.com took over a decade, $11M &amp; amazing amount of effort. Didn’t like http://teslamotors.com even when we were only making .",260,74,3604,https://twitter.com/elonmusk/status/1071617709413003264,brandonorselli,,
2018-12-09,"Tesla history trivia: we didn’t actually come up with the Tesla Motors name. Bought trademark off Brad Siewert for $75k in late 2004. He’d originally filed for it in 1994. Our alternative name was Faraday, which was used by a competitor several years later.",5067,1180,49616,https://twitter.com/elonmusk/status/1071613648085311488,60Minutes,,
2018-12-03,"We’re adding police car, fire truck & ambulance to the Tesla neural net in coming months",100,100,1237,https://twitter.com/elonmusk/status/1069416551038640129,Jennerator211,,
2018-12-03,"Exactly. Default Autopilot behavior, if there’s no driver input, is to slow gradually to a stop & turn on hazard lights. Tesla service then contacts the owner. Looking into what happened here.",72,78,986,https://twitter.com/elonmusk/status/1069408498260164614,JohnnaCrider1,,
2018-12-01,Applying a hydrophobic coating to the radar (located just below nose of car) should help. Easy to do yourself or Tesla service can do it. We’re also working on vision-only driving.,26,23,534,https://twitter.com/elonmusk/status/1069000094479876096,EESNY,,
2018-12-01,"Perhaps most telling is that Norway, which is partly above the Arctic Circle, has more Teslas per capita than any other country on Earth.",51,39,768,https://twitter.com/elonmusk/status/1068970017436262400,elonmusk,,
2018-11-30,Your Tesla can function as a boat for brief periods of time,908,323,7999,https://twitter.com/elonmusk/status/1068582126306582528,rainnwilson,,
2018-11-29,"After safety, our goal is to make a Tesla the most fun you could possibly have in a car",1051,763,21321,https://twitter.com/elonmusk/status/1068215834877685760,,,
